date,date_id,amount,passenger_count,distance_travelled,no_of_trips,date_id2,transaction_date,year,mon_year,year_mon_num,qtr_num,qtr_year,mon_num,mon_long_name,mon_short_name,wk_num,day_of_year,day_of_mon,day_of_week,day_long_name,day_short_name,temprature,day,rain,snw,ID
2017-06-22,22062017,5708240,538055,994600.5,336171,22062017,22-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,25,173,22,5,Thursday,Thu,75.2,22-06-2017,1,0,357
2017-06-23,23062017,5635185.5,550145,988265.1,338580,23062017,23-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,25,174,23,6,Friday,Fri,80.6,23-06-2017,0,0,358
2017-06-24,24062017,4861499.5,530231,932229.5,315291,24062017,24-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,25,175,24,7,Saturday,Sat,78.8,24-06-2017,0,0,359
2017-06-25,25062017,4368502,407881,895073.1,246594,25062017,25-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,26,176,25,1,Sunday,Sun,75.2,25-06-2017,1,0,360
2017-06-26,26062017,4879368,468193,925297.4,288537,26062017,26-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,26,177,26,2,Monday,Mon,71.6,26-06-2017,0,0,361
2017-06-27,27062017,5292081,511929,945113.8,318840,27062017,27-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,26,178,27,3,Tuesday,Tue,69.8,27-06-2017,1,0,362
2017-06-28,28062017,5363287,503166,939598,313770,28062017,28-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,26,179,28,4,Wednesday,Wed,69.8,28-06-2017,1,0,363
2017-06-29,29062017,5400457.5,499380,930291.25,310811,29062017,29-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,26,180,29,5,Thursday,Thu,75.2,29-06-2017,0,0,364
2017-06-30,30062017,4904706,488391,884848.6,300397,30062017,30-06-17,2017,Jun-2017,201706,2,Q2-2017,6,June,Jun,26,181,30,6,Friday,Fri,80.6,30-06-2017,0,0,365
2017-07-01,1072017,3768875.8,415359,764004.75,243495,1072017,01-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,26,182,1,7,Saturday,Sat,78.8,01-07-2017,1,0,366
2017-07-02,2072017,3127644.8,346590,662453.7,202345,2072017,02-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,27,183,2,1,Sunday,Sun,80.6,02-07-2017,0,0,367
2017-07-03,3072017,2874615,325814,580343.44,191606,3072017,03-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,27,184,3,2,Monday,Mon,80.6,03-07-2017,0,0,368
2017-07-04,4072017,2923447.2,315844,620121.2,183613,4072017,04-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,27,185,4,3,Tuesday,Tue,78.8,04-07-2017,0,0,369
2017-07-05,5072017,4003493,407523,764880.9,248645,5072017,05-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,27,186,5,4,Wednesday,Wed,78.8,05-07-2017,0,0,370
2017-07-06,6072017,4395286.5,443521,785939.7,274399,6072017,06-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,27,187,6,5,Thursday,Thu,73.4,06-07-2017,0,0,371
2017-07-07,7072017,4488657,471811,777664.56,288284,7072017,07-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,27,188,7,6,Friday,Fri,73.4,07-07-2017,0,0,372
2017-07-08,8072017,4028879.2,442844,795912.06,262054,8072017,08-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,27,189,8,7,Saturday,Sat,77,08-07-2017,0,0,373
2017-07-09,9072017,3985274,406109,835700.6,241391,9072017,09-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,28,190,9,1,Sunday,Sun,73.4,09-07-2017,1,0,374
2017-07-10,10072017,4416600,436231,831922.25,268736,10072017,10-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,28,191,10,2,Monday,Mon,75.2,10-07-2017,1,0,375
2017-07-11,11072017,4891283.5,483103,869202.5,300103,11072017,11-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,28,192,11,3,Tuesday,Tue,80.6,11-07-2017,1,0,376
2017-07-12,12072017,5228068.5,512238,907121.5,318510,12072017,12-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,28,193,12,4,Wednesday,Wed,82.4,12-07-2017,0,0,377
2017-07-13,13072017,5420450.5,514998,913926.7,320264,13072017,13-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,28,194,13,5,Thursday,Thu,84.2,13-07-2017,0,0,378
2017-07-14,14072017,5278637,496640,921044.44,305410,14072017,14-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,28,195,14,6,Friday,Fri,69.8,14-07-2017,1,0,379
2017-07-15,15072017,4384792,463193,842118.1,275185,15072017,15-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,28,196,15,7,Saturday,Sat,75.2,15-07-2017,1,0,380
2017-07-16,16072017,4237571.5,432344,872833.2,258214,16072017,16-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,29,197,16,1,Sunday,Sun,78.8,16-07-2017,0,0,381
2017-07-17,17072017,4601385.5,451134,859856.8,279191,17072017,17-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,29,198,17,2,Monday,Mon,78.8,17-07-2017,0,0,382
2017-07-18,18072017,5074310.5,491863,892298.9,305618,18072017,18-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,29,199,18,3,Tuesday,Tue,80.6,18-07-2017,0,0,383
2017-07-19,19072017,5345627,519509,921196.56,321943,19072017,19-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,29,200,19,4,Wednesday,Wed,84.2,19-07-2017,1,0,384
2017-07-20,20072017,5502160,517195,933395,321911,20072017,20-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,29,201,20,5,Thursday,Thu,86,20-07-2017,0,0,385
2017-07-21,21072017,5160413,502584,916753.4,309226,21072017,21-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,29,202,21,6,Friday,Fri,84.2,21-07-2017,0,0,386
2017-07-22,22072017,4407388.5,487937,835539.44,288747,22072017,22-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,29,203,22,7,Saturday,Sat,82.4,22-07-2017,0,0,387
2017-07-23,23072017,3944726,406370,794444.06,241888,23072017,23-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,30,204,23,1,Sunday,Sun,75.2,23-07-2017,0,0,388
2017-07-24,24072017,4544209.5,441259,848734.7,272540,24072017,24-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,30,205,24,2,Monday,Mon,68,24-07-2017,1,0,389
2017-07-25,25072017,4774980.5,468474,860715.5,289835,25072017,25-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,30,206,25,3,Tuesday,Tue,66.2,25-07-2017,0,0,390
2017-07-26,26072017,5080260,488297,893551.7,303429,26072017,26-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,30,207,26,4,Wednesday,Wed,71.6,26-07-2017,0,0,391
2017-07-27,27072017,5322963.5,505692,929300.06,313508,27072017,27-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,30,208,27,5,Thursday,Thu,71.6,27-07-2017,0,0,392
2017-07-28,28072017,5014829.5,493562,897188.1,303181,28072017,28-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,30,209,28,6,Friday,Fri,78.8,28-07-2017,1,0,393
2017-07-29,29072017,4241001.5,458640,827893.75,272243,29072017,29-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,30,210,29,7,Saturday,Sat,71.6,29-07-2017,0,0,394
2017-07-30,30072017,4155900,424926,856310.9,252798,30072017,30-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,31,211,30,1,Sunday,Sun,73.4,30-07-2017,0,0,395
2017-07-31,31072017,4316171,427972,814071.6,263155,31072017,31-07-17,2017,Jul-2017,201707,3,Q3-2017,7,July,Jul,31,212,31,2,Monday,Mon,77,31-07-2017,0,0,396
2017-08-01,1082017,4601806.5,462920,824982.1,286897,1082017,01-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,31,213,1,3,Tuesday,Tue,82.4,01-08-2017,0,0,397
2017-08-02,2082017,5227086.5,492390,851534.9,304136,2082017,02-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,31,214,2,4,Wednesday,Wed,78.8,02-08-2017,0,0,398
2017-08-03,3082017,5289589,502564,940345.75,312292,3082017,03-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,31,215,3,5,Thursday,Thu,78.8,03-08-2017,0,0,399
2017-08-04,4082017,4931882.5,479174,880333.9,294675,4082017,04-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,31,216,4,6,Friday,Fri,77,04-08-2017,1,0,400
2017-08-05,5082017,4095976.2,442350,801432.25,261602,5082017,05-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,31,217,5,7,Saturday,Sat,73.4,05-08-2017,0,0,401
2017-08-06,6082017,4088230.8,400852,802973.06,237307,6082017,06-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,32,218,6,1,Sunday,Sun,69.8,06-08-2017,0,0,402
2017-08-07,7082017,4309896,436618,793145.5,267881,7082017,07-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,32,219,7,2,Monday,Mon,68,07-08-2017,0,0,403
2017-08-08,8082017,4521483,450764,832018.7,277738,8082017,08-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,32,220,8,3,Tuesday,Tue,71.6,08-08-2017,1,0,404
2017-08-09,9082017,4775501.5,470447,857734.2,290879,9082017,09-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,32,221,9,4,Wednesday,Wed,75.2,09-08-2017,1,0,405
2017-08-10,10082017,5061547,493871,905698.6,303735,10082017,10-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,32,222,10,5,Thursday,Thu,75.2,10-08-2017,1,0,406
2017-08-11,11082017,4663078.5,466497,846884.9,284851,11082017,11-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,32,223,11,6,Friday,Fri,75.2,11-08-2017,0,0,407
2017-08-12,12082017,3900551.2,428647,766191.56,252635,12082017,12-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,32,224,12,7,Saturday,Sat,71.6,12-08-2017,0,0,408
2017-08-13,13082017,3818885.2,380682,791391,225887,13082017,13-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,33,225,13,1,Sunday,Sun,77,13-08-2017,0,0,409
2017-08-14,14082017,3954871,389803,760969.9,239883,14082017,14-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,33,226,14,2,Monday,Mon,75.2,14-08-2017,0,0,410
2017-08-15,15082017,4420161,440610,798662.06,272689,15082017,15-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,33,227,15,3,Tuesday,Tue,71.6,15-08-2017,0,0,411
2017-08-16,16082017,4634054,456877,835773.6,282960,16082017,16-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,33,228,16,4,Wednesday,Wed,78.8,16-08-2017,0,0,412
2017-08-17,17082017,4794900,465963,867949.1,288903,17082017,17-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,33,229,17,5,Thursday,Thu,75.2,17-08-2017,0,0,413
2017-08-18,18082017,4589704,464014,822015.44,285540,18082017,18-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,33,230,18,6,Friday,Fri,78.8,18-08-2017,0,0,414
2017-08-19,19082017,4095368.2,439891,803234.8,261231,19082017,19-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,33,231,19,7,Saturday,Sat,80.6,19-08-2017,0,0,415
2017-08-20,20082017,3944191.8,400752,817446.06,238168,20082017,20-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,34,232,20,1,Sunday,Sun,75.2,20-08-2017,0,0,416
2017-08-21,21082017,4010148,400887,777841,247888,21082017,21-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,34,233,21,2,Monday,Mon,78.8,21-08-2017,1,0,417
2017-08-22,22082017,4519211.5,457529,820087.7,282457,22082017,22-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,34,234,22,3,Tuesday,Tue,80.6,22-08-2017,1,0,418
2017-08-23,23082017,4703789,456860,852735.8,283304,23082017,23-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,34,235,23,4,Wednesday,Wed,75.2,23-08-2017,0,0,419
2017-08-24,24082017,4706940.5,453685,856848.4,280754,24082017,24-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,34,236,24,5,Thursday,Thu,73.4,24-08-2017,0,0,420
2017-08-25,25082017,4480326.5,438294,830720.06,269250,25082017,25-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,34,237,25,6,Friday,Fri,71.6,25-08-2017,0,0,421
2017-08-26,26082017,3845162,417019,766832.5,247500,26082017,26-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,34,238,26,7,Saturday,Sat,69.8,26-08-2017,1,0,422
2017-08-27,27082017,3848657.5,392844,813611.4,233430,27082017,27-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,35,239,27,1,Sunday,Sun,71.6,27-08-2017,0,0,423
2017-08-28,28082017,3794244,371340,747229.2,229302,28082017,28-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,35,240,28,2,Monday,Mon,69.8,28-08-2017,0,0,424
2017-08-29,29082017,4393070.5,447300,793877.06,276266,29082017,29-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,35,241,29,3,Tuesday,Tue,66.2,29-08-2017,0,0,425
2017-08-30,30082017,4561346.5,431314,799675.44,265852,30082017,30-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,35,242,30,4,Wednesday,Wed,69.8,30-08-2017,1,0,426
2017-08-31,31082017,2525.9915,300,571.78015,318936,31082017,31-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,35,243,31,5,Thursday,Thu,73.4,31-08-2017,1,0,427
2017-08-31,31082017,4470962.5,438995,837563.56,270854,31082017,31-08-17,2017,Aug-2017,201708,3,Q3-2017,8,August,Aug,35,243,31,5,Thursday,Thu,73.4,31-08-2017,0,0,428
2017-09-01,1092017,4230360.5,420312,834530.1,257755,1092017,01-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,35,244,1,6,Friday,Fri,62.6,01-09-2017,0,0,429
2017-09-01,1092017,1416.65,138,312.09,326552,1092017,01-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,35,244,1,6,Friday,Fri,62.6,01-09-2017,0,0,430
2017-09-02,2092017,3634613.5,414545,741406.4,241705,2092017,02-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,35,245,2,7,Saturday,Sat,60.8,02-09-2017,0,0,431
2017-09-03,3092017,3208348.5,348518,668924,202801,3092017,03-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,36,246,3,1,Sunday,Sun,64.4,03-09-2017,0,0,432
2017-09-04,4092017,3470069.2,340081,763949.3,201467,4092017,04-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,36,247,4,2,Monday,Mon,71.6,04-09-2017,0,0,433
2017-09-05,5092017,4532243,445097,855196.06,274299,5092017,05-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,36,248,5,3,Tuesday,Tue,77,05-09-2017,0,0,434
2017-09-06,6092017,5146775,508815,910258.44,316220,6092017,06-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,36,249,6,4,Wednesday,Wed,66.2,06-09-2017,0,0,435
2017-09-07,7092017,5440435.5,521872,953203.8,325365,7092017,07-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,36,250,7,5,Thursday,Thu,64.4,07-09-2017,0,0,436
2017-09-08,8092017,5575850.5,541075,974746.25,333234,8092017,08-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,36,251,8,6,Friday,Fri,64.4,08-09-2017,0,0,437
2017-09-09,9092017,5002635,536086,909369.3,317673,9092017,09-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,36,252,9,7,Saturday,Sat,62.6,09-09-2017,1,0,438
2017-09-10,10092017,4748099.5,478928,939277.25,286782,10092017,10-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,37,253,10,1,Sunday,Sun,64.4,10-09-2017,0,0,439
2017-09-11,11092017,4742923,467228,868277.75,290232,11092017,11-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,37,254,11,2,Monday,Mon,66.2,11-09-2017,0,0,440
2017-09-12,12092017,5250553,509333,918162.56,317930,12092017,12-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,37,255,12,3,Tuesday,Tue,69.8,12-09-2017,0,0,441
2017-09-13,13092017,5451981.5,517979,933502.5,322854,13092017,13-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,37,256,13,4,Wednesday,Wed,73.4,13-09-2017,0,0,442
2017-09-14,14092017,5832436,535933,1004737.44,336090,14092017,14-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,37,257,14,5,Thursday,Thu,75.2,14-09-2017,0,0,443
2017-09-15,15092017,5691977.5,536367,991351.94,330993,15092017,15-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,37,258,15,6,Friday,Fri,73.4,15-09-2017,0,0,444
2017-09-16,16092017,5109918.5,551797,945527.25,328745,16092017,16-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,37,259,16,7,Saturday,Sat,75.2,16-09-2017,0,0,445
2017-09-17,17092017,4866707,475368,954354.6,285082,17092017,17-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,38,260,17,1,Sunday,Sun,75.2,17-09-2017,1,0,446
2017-09-18,18092017,4811437,417820,847491.7,261426,18092017,18-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,38,261,18,2,Monday,Mon,71.6,18-09-2017,0,0,447
2017-09-19,19092017,4828713.5,443238,812158.44,276547,19092017,19-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,38,262,19,3,Tuesday,Tue,73.4,19-09-2017,0,0,448
2017-09-20,20092017,4848607.5,455141,838068.94,284393,20092017,20-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,38,263,20,4,Wednesday,Wed,75.2,20-09-2017,0,0,449
2017-09-21,21092017,4762028.5,458399,844419.1,282999,21092017,21-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,38,264,21,5,Thursday,Thu,75.2,21-09-2017,0,0,450
2017-09-22,22092017,4995856,495794,895527.94,304565,22092017,22-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,38,265,22,6,Friday,Fri,73.4,22-09-2017,1,0,451
2017-09-23,23092017,4955485.5,543390,925922.06,321995,23092017,23-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,38,266,23,7,Saturday,Sat,78.8,23-09-2017,0,0,452
2017-09-24,24092017,4674224.5,464438,939136.7,278752,24092017,24-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,39,267,24,1,Sunday,Sun,80.6,24-09-2017,0,0,453
2017-09-25,25092017,4802670,457970,885499.1,286521,25092017,25-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,39,268,25,2,Monday,Mon,78.8,25-09-2017,0,0,454
2017-09-26,26092017,5107021.5,472717,863982.7,297140,26092017,26-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,39,269,26,3,Tuesday,Tue,75.2,26-09-2017,0,0,455
2017-09-27,27092017,5458761,518619,938770.56,326606,27092017,27-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,39,270,27,4,Wednesday,Wed,78.8,27-09-2017,1,0,456
2017-09-28,28092017,5669185,520986,970738.75,327471,28092017,28-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,39,271,28,5,Thursday,Thu,69.8,28-09-2017,0,0,457
2017-09-29,29092017,5454979,525188,957868.2,325520,29092017,29-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,39,272,29,6,Friday,Fri,62.6,29-09-2017,0,0,458
2017-09-30,30092017,4752.269,589,945.2297,369395,30092017,30-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,39,273,30,7,Saturday,Sat,60.8,30-09-2017,0,0,459
2017-09-30,30092017,4777882,538706,888140.25,319751,30092017,30-09-17,2017,Sep-2017,201709,3,Q3-2017,9,September,Sep,39,273,30,7,Saturday,Sat,60.8,30-09-2017,0,0,460
2017-10-01,1102017,1667.8107,197,306.65994,365386,1102017,01-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,40,274,1,1,Sunday,Sun,59,01-10-2017,1,0,461
2017-10-01,1102017,5469065,447914,904253.3,270147,1102017,01-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,40,274,1,1,Sunday,Sun,59,01-10-2017,0,0,462
2017-10-02,2102017,4514449,433298,840791.94,272155,2102017,02-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,40,275,2,2,Monday,Mon,62.6,02-10-2017,0,0,463
2017-10-03,3102017,4852873,477598,862043.8,299550,3102017,03-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,40,276,3,3,Tuesday,Tue,64.4,03-10-2017,1,0,464
2017-10-04,4102017,5240975,494826,906696,311790,4102017,04-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,40,277,4,4,Wednesday,Wed,66.2,04-10-2017,0,0,465
2017-10-05,5102017,5587945.5,532905,980085.25,332236,5102017,05-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,40,278,5,5,Thursday,Thu,73.4,05-10-2017,0,0,466
2017-10-06,6102017,5613737.5,533085,986057.2,328205,6102017,06-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,40,279,6,6,Friday,Fri,75.2,06-10-2017,1,0,467
2017-10-07,7102017,5063629.5,543166,929875.1,320982,7102017,07-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,40,280,7,7,Saturday,Sat,73.4,07-10-2017,0,0,468
2017-10-08,8102017,4665971,467933,906521.9,278170,8102017,08-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,41,281,8,1,Sunday,Sun,75.2,08-10-2017,0,0,469
2017-10-09,9102017,4168743,415660,819519,255822,9102017,09-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,41,282,9,2,Monday,Mon,73.4,09-10-2017,0,0,470
2017-10-10,10102017,5688616,494785,940079.75,309297,10102017,10-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,41,283,10,3,Tuesday,Tue,73.4,10-10-2017,0,0,471
2017-10-11,11102017,5389196.5,510493,928890.94,319216,11102017,11-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,41,284,11,4,Wednesday,Wed,69.8,11-10-2017,0,0,472
2017-10-12,12102017,5743011,544872,1001811.3,340987,12102017,12-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,41,285,12,5,Thursday,Thu,60.8,12-10-2017,0,0,473
2017-10-13,13102017,5638072,538402,990937.5,333359,13102017,13-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,41,286,13,6,Friday,Fri,60.8,13-10-2017,0,0,474
2017-10-14,14102017,5099065,562390,947066.8,333101,14102017,14-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,41,287,14,7,Saturday,Sat,66.2,14-10-2017,1,0,475
2017-10-15,15102017,4790997,485576,959392.25,290563,15102017,15-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,42,288,15,1,Sunday,Sun,69.8,15-10-2017,1,0,476
2017-10-16,16102017,5088199.5,487721,934563.44,304552,16102017,16-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,42,289,16,2,Monday,Mon,57.2,16-10-2017,0,0,477
2017-10-17,17102017,5220999,506216,911280.8,315947,17102017,17-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,42,290,17,3,Tuesday,Tue,50,17-10-2017,0,0,478
2017-10-18,18102017,5444111,516288,946680.2,323374,18102017,18-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,42,291,18,4,Wednesday,Wed,60.8,18-10-2017,0,0,479
2017-10-19,19102017,5722483.5,522387,981979,326822,19102017,19-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,42,292,19,5,Thursday,Thu,64.4,19-10-2017,0,0,480
2017-10-20,20102017,5746517,540873,1003932.06,334314,20102017,20-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,42,293,20,6,Friday,Fri,64.4,20-10-2017,0,0,481
2017-10-21,21102017,5132554.5,559144,946960.7,330908,21102017,21-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,42,294,21,7,Saturday,Sat,66.2,21-10-2017,0,0,482
2017-10-22,22102017,4690629,474696,949056.8,284433,22102017,22-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,43,295,22,1,Sunday,Sun,66.2,22-10-2017,0,0,483
2017-10-23,23102017,4827548.5,458572,897330.5,287164,23102017,23-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,43,296,23,2,Monday,Mon,68,23-10-2017,0,0,484
2017-10-24,24102017,4949195.5,491374,852789,308695,24102017,24-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,43,297,24,3,Tuesday,Tue,69.8,24-10-2017,0,0,485
2017-10-25,25102017,5542014.5,520012,969602.1,326215,25102017,25-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,43,298,25,4,Wednesday,Wed,62.6,25-10-2017,0,0,486
2017-10-26,26102017,5919271.5,548012,1007900.8,341945,26102017,26-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,43,299,26,5,Thursday,Thu,55.4,26-10-2017,0,0,487
2017-10-27,27102017,5892085,559118,1021397.1,345546,27102017,27-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,43,300,27,6,Friday,Fri,55.4,27-10-2017,1,0,488
2017-10-28,28102017,5304546.5,583065,964394.8,346555,28102017,28-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,43,301,28,7,Saturday,Sat,62.6,28-10-2017,1,0,489
2017-10-29,29102017,4720343.5,509956,909813.25,303606,29102017,29-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,44,302,29,1,Sunday,Sun,64.4,29-10-2017,0,0,490
2017-10-30,30102017,4766482,469406,869064.44,293904,30102017,30-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,44,303,30,2,Monday,Mon,53.6,30-10-2017,0,0,491
2017-10-31,31102017,3038.9426,371,579.4599,308936,31102017,31-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,44,304,31,3,Tuesday,Tue,51.8,31-10-2017,0,0,492
2017-10-31,31102017,4580095,466857,782717.4,290456,31102017,31-10-17,2017,Oct-2017,201710,4,Q4-2017,10,October,Oct,44,304,31,3,Tuesday,Tue,51.8,31-10-2017,0,0,493
